ID,Date_start_contract,Date_last_renewal,Date_next_renewal,Date_birth,Date_driving_licence,Distribution_channel,Seniority,Policies_in_force,Max_policies,Max_products,Lapse,Date_lapse,Payment,Premium,Cost_claims_year,N_claims_year,N_claims_history,R_Claims_history,Type_risk,Area,Second_driver,Year_matriculation,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Length,Weight,bodily_injuries,property_damage,injury_claim,property_claim,vehicle_claim,total_claim_amount,policy_annual_premium,policy_deductable,umbrella_limit,authorities_contacted,witnesses,police_report_available,policy_number,auto_make,auto_model,auto_year
130,11/7/2016,11/7/2017,11/7/2018,11/6/1983,11/11/2002,1,3,1,1,1,0,,1,269.95,87.15,1,3,1.45,3,0,0,1998,150,1781,31250,4,P,4.795,1390,1,YES,680,680,6120,7480,1238.65,500,0,Police,1,NO,118137,Saab,95,1998
130,11/7/2016,11/7/2018,11/7/2019,11/6/1983,11/11/2002,1,3,1,1,1,0,,1,295.6,0,0,3,1.45,3,0,0,1998,150,1781,31250,4,P,4.795,1390,2,?,5960,5960,41720,53640,1050.76,500,0,Fire,3,NO,212674,Nissan,Maxima,2004
131,9/19/2012,9/19/2016,9/19/2017,10/9/1946,9/18/1984,0,7,1,1,1,0,,0,211.19,0,0,0,0,3,0,0,2000,58,1527,10719,3,D,3.72,890,2,NO,5750,11500,46000,63250,1711.72,1000,0,Fire,2,NO,935596,Chevrolet,Tahoe,2002
131,9/19/2012,9/19/2017,9/19/2018,10/9/1946,9/18/1984,0,7,1,1,1,0,,0,204.73,0,0,0,0,3,0,0,2000,58,1527,10719,3,D,3.72,890,0,NO,9840,9840,39360,59040,865.33,500,7000000,Ambulance,1,?,737593,Dodge,RAM,1995
131,9/19/2012,9/19/2018,9/19/2019,10/9/1946,9/18/1984,0,7,1,1,1,0,,0,204.85,0,0,0,0,3,0,0,2000,58,1527,10719,3,D,3.72,890,1,YES,10100,5050,35350,50500,1153.49,500,0,Other,0,YES,812025,Accura,TL,2004
132,7/14/2018,7/14/2018,7/14/2019,8/4/1957,8/4/1976,1,1,1,1,1,0,,0,209.91,0,0,0,0,3,1,0,1997,90,1396,11359.13,5,P,4.394,1185,0,YES,6410,12820,38460,57690,1281.25,2000,0,Police,1,NO,168151,Mercedes,C300,2010
133,6/15/2016,6/15/2016,6/15/2017,6/29/1958,6/29/1978,0,3,1,1,1,0,,0,231.09,0,0,0,0,3,0,1,2015,90,898,10730,5,P,4.081,1023,1,YES,660,660,4620,5940,1342.8,500,0,Police,3,YES,594739,Toyota,Camry,2014
133,6/15/2016,6/15/2017,6/15/2018,6/29/1958,6/29/1978,0,3,1,1,1,0,,0,234.54,0,0,0,0,3,0,1,2015,90,898,10730,5,P,4.081,1023,0,?,5310,5310,37170,47790,1443.32,2000,0,Fire,2,YES,843227,Suburu,Impreza,1995
133,6/15/2016,6/15/2018,6/15/2019,6/29/1958,6/29/1978,0,3,1,1,1,0,,0,225.63,0,0,0,0,3,0,1,2015,90,898,10730,5,P,4.081,1023,0,?,350,350,3150,3850,1629.94,1000,0,None,1,NO,283925,Dodge,Neon,2014
134,4/11/2014,4/11/2016,4/11/2017,3/18/1962,12/5/1980,1,5,2,2,1,0,,0,302.84,0,0,3,0,2,0,0,2002,109,1997,20553.2,5,D,4.475,1520,2,?,5900,5900,47200,59000,1134.08,2000,0,Police,0,?,475588,Ford,Fusion,2013
134,4/11/2014,4/11/2017,4/11/2018,3/18/1962,12/5/1980,1,5,2,2,1,0,,0,305.87,0,0,3,0,2,0,0,2002,109,1997,20553.2,5,D,4.475,1520,0,NO,7060,14120,49420,70600,1483.91,500,8000000,Ambulance,1,?,751905,Volkswagen,Passat,2013
134,4/11/2014,4/11/2018,4/11/2019,3/18/1962,12/5/1980,1,5,2,2,1,0,,0,307.4,0,0,3,0,2,0,0,2002,109,1997,20553.2,5,D,4.475,1520,1,?,5590,11180,44720,61490,1304.67,2000,7000000,Police,1,?,226725,Dodge,RAM,2001
135,10/22/2013,10/22/2016,10/22/2017,10/30/1970,1/22/1991,0,6,1,3,1,0,,1,392.26,0,0,0,0,1,0,0,2006,92,992,11195,0,P,,183,1,NO,5240,10480,41920,57640,1035.79,2000,0,Police,0,YES,942504,Volkswagen,Passat,2010
135,10/22/2013,10/22/2017,10/22/2018,10/30/1970,1/22/1991,0,6,1,3,1,0,,1,392.27,0,0,0,0,1,0,0,2006,92,992,11195,0,P,,183,1,NO,1060,1060,4770,6890,1401.2,500,0,Police,0,NO,395572,Audi,A5,1999
135,10/22/2013,10/22/2018,10/22/2019,10/30/1970,1/22/1991,0,6,1,3,1,0,,1,394.25,0,0,0,0,1,0,0,2006,92,992,11195,0,P,,183,2,?,11840,5920,35520,53280,1665.45,1000,0,Fire,2,?,889883,Toyota,Camry,2006
136,4/13/2016,4/13/2016,4/13/2017,2/19/1971,4/26/1990,0,1,1,1,1,1,4/5/2017,0,114.25,0,0,0,0,1,0,0,2001,14,152,3465,0,P,,149,0,NO,15660,7830,54810,78300,653.66,2000,0,Fire,0,?,818167,BMW,X5,2009
136,4/13/2016,4/13/2017,4/13/2018,2/19/1971,4/26/1990,0,1,1,1,1,0,4/5/2017,0,116.53,0,0,0,0,1,0,0,2001,14,152,3465,0,P,,149,0,YES,4610,4610,32270,41490,1080.13,500,0,Ambulance,3,NO,277767,Nissan,Pathfinder,2001
137,11/3/2016,11/3/2016,11/3/2017,4/30/1973,5/19/1995,1,2,3,3,1,1,5/3/2017,1,630.98,65.06,1,3,2.02,2,0,0,1996,76,2496,16654.05,5,D,4.616,1787,2,YES,12540,6270,50160,68970,1346.18,2000,0,Fire,3,YES,842618,Chevrolet,Tahoe,2007
138,3/4/2013,3/4/2016,3/4/2017,11/27/1980,11/29/2002,0,1,1,2,1,1,3/4/2016,1,567.57,0,0,8,0.33,3,0,0,2012,110,1686,21465,5,D,4.419,1428,2,?,17060,8530,59710,85300,1589.54,2000,0,Police,0,YES,577810,Toyota,Highlander,2003
139,11/19/2018,11/19/2018,11/19/2019,7/24/1982,10/22/2002,0,1,1,1,1,0,,1,292.49,0,0,0,0,3,0,0,1999,110,1598,19400,5,P,4.344,1362,0,NO,560,280,2240,3080,1251.65,1000,0,None,0,NO,873114,Audi,A3,2012
140,9/21/2017,9/21/2017,9/21/2018,11/18/1979,1/27/2012,0,2,1,1,1,0,9/21/2018,0,269.03,792.95,2,2,2,3,0,0,2001,120,1870,22110,5,D,4.259,1430,2,YES,11040,11040,49680,71760,1083.01,2000,0,Police,0,?,994538,Jeep,Grand Cherokee,2010
140,9/21/2017,9/21/2018,9/21/2019,11/18/1979,1/27/2012,0,2,1,1,1,1,9/21/2018,0,290.54,0,0,2,2,3,0,0,2001,120,1870,22110,5,D,4.259,1430,1,?,11940,11940,35820,59700,974.59,500,0,Ambulance,0,NO,727792,Nissan,Ultima,2002
141,10/1/2009,10/1/2016,10/1/2017,3/25/1974,10/21/1996,1,9,1,2,1,1,10/1/2016,0,388.05,0,0,1,0.14,2,1,0,2000,104,2494,23508,4,D,4.885,1800,0,NO,10820,10820,43280,64920,1399.85,2000,0,Fire,2,?,522506,Ford,Fusion,1997
142,6/27/2015,6/27/2016,6/27/2017,12/13/1970,6/29/1989,0,12,1,2,1,0,12/7/2017,0,205.99,0,0,0,0,1,1,0,2007,100,1170,13700,0,P,,225,0,?,4170,4170,29190,37530,1307.74,500,0,Ambulance,1,NO,367595,Jeep,Wrangler,2008
142,6/27/2015,6/27/2017,6/27/2018,12/13/1970,6/29/1989,0,12,2,2,1,1,12/7/2017,0,207.01,0,0,0,0,1,1,0,2007,100,1170,13700,0,P,,225,1,YES,7120,7120,49840,64080,1219.27,2000,0,Ambulance,2,NO,586104,Saab,93,2012
143,9/12/2016,9/12/2016,9/12/2017,6/12/1965,6/13/1983,0,3,1,3,2,0,,0,109.96,0,0,4,0,1,1,0,2001,11,198,2116.51,0,P,,96,1,NO,10980,5490,43920,60390,1411.3,500,0,Other,0,?,424862,BMW,M5,2004
143,9/12/2016,9/12/2017,9/12/2018,6/12/1965,6/13/1983,0,3,1,3,2,0,,0,110.51,0,0,4,0,1,1,0,2001,11,198,2116.51,0,P,,96,0,?,5850,11700,46800,64350,694.45,2000,0,Police,1,YES,512813,Nissan,Pathfinder,2011
143,9/12/2016,9/12/2018,9/12/2019,6/12/1965,6/13/1983,0,3,1,3,2,0,,0,111.61,0,0,4,0,1,1,0,2001,11,198,2116.51,0,P,,96,2,YES,14180,7090,49630,70900,1006.77,500,6000000,Police,1,YES,356768,BMW,X6,1997
144,4/21/2016,4/21/2016,4/21/2017,3/19/1955,4/16/1991,1,5,3,3,1,0,4/21/2017,0,473.32,75.8,3,8,1,3,1,0,2006,65,1390,18325,5,D,4.282,1439,1,NO,7760,7760,31040,46560,1422.36,1000,0,Fire,3,?,330506,Nissan,Ultima,2012
144,4/21/2016,4/21/2017,4/21/2018,3/19/1955,4/16/1991,1,5,2,3,1,2,4/21/2017,0,551.6,0,0,8,1,3,1,0,2006,65,1390,18325,5,D,4.282,1439,2,NO,860,860,3010,4730,1348.32,1000,0,Police,1,?,779075,Chevrolet,Malibu,2013
145,6/25/2018,6/25/2018,6/25/2019,3/19/1955,4/16/1991,1,5,2,3,1,0,,1,306.81,4282.17,1,8,2.31,3,1,0,2006,65,1461,12012.43,5,D,3.71,995,0,YES,1240,1240,4340,6820,1315.56,2000,0,Police,0,YES,799501,Jeep,Grand Cherokee,2003
146,4/1/2008,4/1/2016,4/1/2017,9/7/1967,3/6/1990,0,12,2,4,1,0,,0,396.78,49.27,3,11,0.37,3,0,0,2003,144,1991,18720,5,D,4.34,1324,0,?,11980,5990,41930,59900,1407.01,2000,5000000,Police,2,?,987905,BMW,X5,1997
146,4/1/2008,4/1/2017,4/1/2018,9/7/1967,3/6/1990,0,12,2,4,1,0,,0,406.71,258.39,2,11,0.37,3,0,0,2003,144,1991,18720,5,D,4.34,1324,1,?,13260,13260,53040,79560,1388.58,2000,0,Police,3,YES,967756,Ford,Escape,2009
146,4/1/2008,4/1/2018,4/1/2019,9/7/1967,3/6/1990,0,12,2,4,1,0,,0,408.74,882,1,11,0.37,3,0,0,2003,144,1991,18720,5,D,4.34,1324,0,YES,12780,6390,51120,70290,1310.76,500,0,Other,1,?,830414,Accura,MDX,2008
147,3/30/2016,3/30/2016,3/30/2017,5/22/1966,2/23/1988,0,3,1,1,1,0,,0,191.75,0,0,0,0,3,1,0,2003,50,1118,5535.32,3,P,3.648,780,2,YES,5810,11620,46480,63910,1004.63,1000,6000000,Ambulance,0,NO,127313,Suburu,Forrestor,1999
147,3/30/2016,3/30/2017,3/30/2018,5/22/1966,2/23/1988,0,3,1,1,1,0,,0,199.3,0,0,0,0,3,1,0,2003,50,1118,5535.32,3,P,3.648,780,1,?,640,640,5120,6400,1134.91,500,0,None,0,NO,786957,Toyota,Camry,1997
147,3/30/2016,3/30/2018,3/30/2019,5/22/1966,2/23/1988,0,3,1,1,1,0,,0,205.28,0,0,0,0,3,1,0,2003,50,1118,5535.32,3,P,3.648,780,1,YES,7420,7420,51940,66780,1194,1000,0,Ambulance,2,YES,332892,Ford,Escape,2013
148,7/10/2015,7/10/2016,7/10/2017,6/9/1966,7/1/1986,1,2,1,3,1,1,7/10/2016,0,109.96,0,0,0,0,1,1,0,1999,20,248,5108,0,P,,158,0,NO,1460,1460,5840,8760,1248.25,1000,4000000,Police,2,?,448642,BMW,3 Series,2013
149,4/20/2018,4/20/2018,4/20/2019,1/1/1964,5/15/1984,0,1,1,1,1,1,4/24/2018,1,457.47,0,0,0,0,3,1,1,2001,130,1896,25980,4,D,4.703,1375,0,YES,8560,17120,68480,94160,1338.54,500,-1000000,Ambulance,1,?,526039,Chevrolet,Malibu,1996
150,12/18/2017,12/18/2017,12/18/2018,5/1/1969,7/1/1988,0,1,1,1,1,0,,0,296.03,409.59,1,1,1.05,3,1,0,2009,184,1796,43023.56,2,P,4.103,1315,0,?,5730,11460,34380,51570,782.23,2000,0,Ambulance,2,NO,444422,BMW,X5,2010
151,4/1/2018,4/1/2018,4/1/2019,3/30/1969,7/17/1991,0,1,1,1,1,1,10/1/2018,1,403.55,0,0,0,0,3,0,1,2002,90,1364,12590,3,P,3.839,960,1,?,10540,10540,31620,52700,1366.9,2000,0,Fire,0,NO,689500,BMW,X6,2014
152,5/31/2017,5/31/2017,5/31/2018,4/5/1971,9/6/1990,1,4,6,6,1,0,,1,583.22,284.92,10,12,1.33,3,0,0,2001,68,1968,24080,5,D,4.572,1335,2,YES,15540,15540,69930,101010,1275.81,1000,0,Fire,2,?,806081,Mercedes,ML350,1998
152,5/31/2017,5/31/2018,5/31/2019,4/5/1971,9/6/1990,1,4,6,6,1,0,,1,571.55,51.95,4,12,1.33,3,0,0,2001,68,1968,24080,5,D,4.572,1335,1,?,5340,5340,42720,53400,1090.65,500,0,Police,2,YES,384618,Honda,Civic,2010
153,6/15/2018,6/15/2018,6/15/2019,4/5/1971,9/6/1990,1,4,6,6,1,0,,0,172.5,882,4,12,2.17,3,0,0,2001,68,1956,28870,5,D,4.83,1538,1,?,12020,12020,48080,72120,1326,500,0,Fire,2,NO,756459,Mercedes,ML350,2009
154,12/24/2013,12/24/2015,12/24/2016,5/31/1979,7/7/1997,1,5,2,2,1,2,12/24/2015,1,266.6,0,0,0,0,3,1,0,2003,130,1896,22960,3,D,4.149,1151,2,YES,7710,15420,53970,77100,972.47,2000,0,Police,2,YES,655787,Audi,A3,2010
155,6/29/2017,6/29/2017,6/29/2018,5/31/1979,7/7/1997,1,5,2,2,1,0,,1,502.79,0,0,0,0,3,1,0,2003,130,2967,52350,3,D,4.754,2321,2,?,600,0,2700,3300,806.31,500,0,Police,3,?,419954,Dodge,RAM,2003
155,6/29/2017,6/29/2018,6/29/2019,5/31/1979,7/7/1997,1,5,2,2,1,0,,1,492.72,0,0,0,0,3,1,0,2003,130,2967,52350,3,D,4.754,2321,1,YES,1080,540,4320,5940,1416.24,500,0,None,0,?,275092,Nissan,Pathfinder,2003
156,7/21/2016,7/21/2016,7/21/2017,11/10/1956,1/20/1975,0,7,2,2,1,0,,1,170.19,82.34,1,4,0.42,3,0,0,2000,59,999,7900,5,P,3.495,830,1,NO,7080,21240,35400,63720,1097.64,2000,0,Other,0,?,515698,Accura,TL,2006
156,7/21/2016,7/21/2017,7/21/2018,11/10/1956,1/20/1975,0,7,1,2,1,0,,1,195.3,0,0,4,0.42,3,0,0,2000,59,999,7900,5,P,3.495,830,1,NO,1280,640,5760,7680,947.75,500,0,Police,3,NO,132871,Audi,A5,2008
156,7/21/2016,7/21/2018,7/21/2019,11/10/1956,1/20/1975,0,7,1,2,1,0,,1,213.85,0,0,4,0.42,3,0,0,2000,59,999,7900,5,P,3.495,830,1,YES,14420,21630,57680,93730,1018.73,2000,5000000,Police,2,?,714929,Honda,CRV,2001
157,6/24/2015,6/24/2016,6/24/2017,7/23/1985,4/25/2007,1,4,1,2,1,0,6/24/2017,1,347.48,84.62,1,2,1,3,1,0,1998,58,1527,11149,5,D,3.72,910,0,YES,17460,17460,52380,87300,1400.74,2000,0,Police,2,?,297816,Jeep,Wrangler,2013
157,6/24/2015,6/24/2017,6/24/2018,7/23/1985,4/25/2007,1,4,2,2,1,1,6/24/2017,1,359.63,0,0,2,1,3,1,0,1998,58,1527,11149,5,D,3.72,910,0,?,1260,630,3780,5670,1155.53,500,5000000,Police,2,NO,426708,Ford,F150,1997
158,8/2/2017,8/2/2017,8/2/2018,7/23/1985,4/25/2007,1,4,2,2,1,0,,0,416.42,0,0,2,0,3,1,0,1998,58,1149,13420,5,D,4.027,1090,0,YES,13160,6580,46060,65800,1386.93,500,0,Other,0,NO,615047,Accura,TL,2001
158,8/2/2017,8/2/2018,8/2/2019,7/23/1985,4/25/2007,1,4,1,2,1,0,,0,264.99,0,0,2,0,3,1,0,1998,58,1149,13420,5,D,4.027,1090,2,?,4080,4080,28560,36720,915.29,500,0,Other,1,YES,771236,Honda,Accord,2009
159,6/16/2014,6/16/2016,6/16/2017,8/7/1977,9/21/2001,0,6,1,3,1,0,,0,228.11,0,0,2,0.22,3,0,0,2002,65,1461,11591.72,3,D,3.71,975,1,?,4800,9600,38400,52800,1239.55,500,2000000,Fire,1,YES,235869,Mercedes,ML350,1996
159,6/16/2014,6/16/2017,6/16/2018,8/7/1977,9/21/2001,0,6,2,3,1,1,,0,233.8,0,0,2,0.22,3,0,0,2002,65,1461,11591.72,3,D,3.71,975,1,NO,5910,5910,47280,59100,1366.42,500,0,Fire,2,YES,931625,Nissan,Maxima,1998
159,6/16/2014,6/16/2018,6/16/2019,8/7/1977,9/21/2001,0,6,2,3,1,0,,0,231.46,0,0,2,0.22,3,0,0,2002,65,1461,11591.72,3,D,3.71,975,1,?,14080,7040,56320,77440,1086.48,1000,6000000,Other,1,YES,371635,Suburu,Legacy,1999
160,2/8/2017,2/8/2017,2/8/2018,8/7/1977,9/21/2001,0,6,2,3,1,0,2/8/2018,1,207.1,0,0,2,0,3,0,0,2002,65,1149,10810,3,D,3.71,880,2,NO,4570,4570,36560,45700,1247.87,2000,0,Fire,2,NO,427199,BMW,3 Series,2008
160,2/8/2017,2/8/2018,2/8/2019,8/7/1977,9/21/2001,0,6,2,3,1,1,2/8/2018,1,208.14,0,0,2,0,3,0,0,2002,65,1149,10810,3,D,3.71,880,2,NO,7340,14680,58720,80740,1312.75,2000,0,Other,2,YES,261315,Toyota,Camry,2014
161,1/21/2015,1/21/2016,1/21/2017,12/10/1972,7/22/1992,0,3,1,1,1,0,1/21/2017,1,336.82,1764,2,4,2,3,1,0,2004,136,1998,22050,5,D,4.333,1431,0,?,2850,5700,22800,31350,765.64,2000,0,Ambulance,3,?,582973,Honda,Accord,2001
162,12/1/2017,12/1/2017,12/1/2018,10/10/1958,2/23/1987,0,1,1,1,1,0,,1,289.43,0,0,0,0,3,0,0,1998,100,1896,20770,3,D,4.395,1210,0,?,3500,7000,24500,35000,1327.41,2000,0,Other,0,?,278091,Suburu,Legacy,2012
163,6/19/2012,6/19/2016,6/19/2017,3/27/1960,6/17/1987,0,7,1,1,1,0,,0,215.79,51.95,1,3,0.46,3,0,0,2004,71,1405,8900,5,D,3.66,970,2,?,13600,6800,47600,68000,1338.55,1000,0,Police,2,NO,153154,Toyota,Corolla,2014
163,6/19/2012,6/19/2017,6/19/2018,3/27/1960,6/17/1987,0,7,1,1,1,0,,0,218.87,0,0,3,0.46,3,0,0,2004,71,1405,8900,5,D,3.66,970,2,YES,13000,13000,58500,84500,1316.63,2000,8000000,Other,0,?,515217,BMW,X6,2009
163,6/19/2012,6/19/2018,6/19/2019,3/27/1960,6/17/1987,0,7,1,1,1,0,,0,226.54,0,0,3,0.46,3,0,0,2004,71,1405,8900,5,D,3.66,970,2,NO,7550,15100,52850,75500,1286.44,1000,0,Police,1,?,860497,Nissan,Ultima,1998
164,12/1/2014,12/1/2015,12/1/2016,6/27/1940,10/1/1968,1,5,1,1,1,0,12/1/2017,0,106.23,0,0,0,0,1,0,0,1988,0,200,3999,0,,,149,1,NO,15100,15100,60400,90600,1372.18,1000,0,Other,3,?,351741,BMW,X5,2009
164,12/1/2014,12/1/2016,12/1/2017,6/27/1940,10/1/1968,1,5,1,1,1,0,12/1/2017,0,105.28,0,0,0,0,1,0,0,1988,0,200,3999,0,,,149,1,YES,5360,10720,48240,64320,1447.77,2000,0,Ambulance,1,?,403737,Accura,MDX,1998
164,12/1/2014,12/1/2017,12/1/2018,6/27/1940,10/1/1968,1,5,1,1,1,1,12/1/2017,0,105.8,0,0,0,0,1,0,0,1988,0,200,3999,0,,,149,1,?,6340,3170,22190,31700,903.32,500,0,Police,0,?,162004,Toyota,Highlander,2006
165,11/25/2008,11/25/2015,11/25/2016,1/17/1940,3/9/1972,0,9,1,2,1,1,11/25/2015,0,215,0,0,0,0,3,1,0,2000,60,1149,11230,5,P,3.71,900,0,YES,12380,12380,49520,74280,1454.42,1000,0,Other,1,YES,740384,Suburu,Forrestor,2006
166,6/27/2012,7/1/2016,7/1/2017,3/23/1965,9/29/1987,1,10,1,4,2,0,7/1/2018,0,416.5,0,0,2,0,3,1,0,2004,140,1968,24550,5,D,4.467,1469,0,YES,13420,6710,60390,80520,1603.42,2000,0,Fire,2,YES,876714,Toyota,Corolla,2005
166,6/27/2012,7/1/2017,7/1/2018,3/23/1965,9/29/1987,1,10,1,4,2,0,7/1/2018,0,424.83,0,0,2,0,3,1,0,2004,140,1968,24550,5,D,4.467,1469,0,YES,6360,12720,44520,63600,1616.58,2000,0,Other,3,YES,951543,Dodge,RAM,2010
166,6/27/2012,7/1/2018,7/1/2019,3/23/1965,9/29/1987,1,10,1,4,2,1,7/1/2018,0,420.58,0,0,2,0,3,1,0,2004,140,1968,24550,5,D,4.467,1469,1,?,3280,3280,26240,32800,1611.83,500,0,Police,2,YES,576723,BMW,3 Series,2012
167,2/23/2018,2/23/2018,2/23/2019,3/24/1966,5/31/1999,1,1,1,1,1,0,,0,730.16,0,0,0,0,3,1,1,2017,125,1399,23425,5,P,4.37,1278,0,NO,9820,4910,29460,44190,889.13,500,0,Police,2,NO,391003,Audi,A3,2015
168,9/28/2014,9/28/2016,9/28/2017,3/8/1967,6/5/2008,0,5,1,1,1,0,,1,600.47,56.99,2,6,1.44,3,0,1,2002,100,1896,16566,5,D,3.953,1165,2,YES,10080,5040,35280,50400,1252.08,1000,0,Other,2,NO,225865,Honda,CRV,2000
168,9/28/2014,9/28/2017,9/28/2018,3/8/1967,6/5/2008,0,5,1,1,1,0,,1,600.47,158.09,1,6,1.44,3,0,1,2002,100,1896,16566,5,D,3.953,1165,1,YES,17680,8840,61880,88400,995.56,2000,0,Police,1,YES,984948,Nissan,Pathfinder,2010
168,9/28/2014,9/28/2018,9/28/2019,3/8/1967,6/5/2008,0,5,1,1,1,0,,1,576.7,0,0,6,1.44,3,0,1,2002,100,1896,16566,5,D,3.953,1165,0,YES,12100,6050,48400,66550,1347.92,2000,0,Fire,2,?,890328,Volkswagen,Jetta,2003
169,11/1/2016,11/1/2016,11/1/2017,1/8/1972,3/29/1992,0,3,1,1,1,0,,0,319.79,0,0,0,0,3,0,0,2002,133,1996,22568,5,P,4.732,1780,0,YES,5980,11960,47840,65780,1724.09,1000,0,Police,0,?,803294,Chevrolet,Tahoe,2014
169,11/1/2016,11/1/2017,11/1/2018,1/8/1972,3/29/1992,0,3,1,1,1,0,,0,302.5,0,0,0,0,3,0,0,2002,133,1996,22568,5,P,4.732,1780,0,?,9420,4710,37680,51810,1379.93,500,0,Other,2,YES,414913,Audi,A3,2002
169,11/1/2016,11/1/2018,11/1/2019,1/8/1972,3/29/1992,0,3,1,1,1,0,,0,304.02,0,0,0,0,3,0,0,2002,133,1996,22568,5,P,4.732,1780,1,NO,5060,10120,40480,55660,1554.64,1000,4000000,Other,0,NO,414519,Honda,CRV,2009
170,10/30/2017,10/30/2017,10/30/2018,2/1/1970,4/5/1993,1,2,1,2,1,0,,0,237.06,1461.4,2,2,1.84,3,1,0,2002,60,1299,9830,5,P,3.828,948,2,?,9920,4960,29760,44640,1377.94,1000,0,Fire,3,?,818413,Toyota,Camry,2005
170,10/30/2017,10/30/2018,10/30/2019,2/1/1970,4/5/1993,1,2,2,2,1,0,,0,242.99,0,0,2,1.84,3,1,0,2002,60,1299,9830,5,P,3.828,948,1,?,7060,14120,56480,77660,1313.33,2000,0,Ambulance,3,NO,487356,Nissan,Maxima,2004
171,6/24/2015,6/24/2016,6/24/2017,12/10/1973,6/5/2009,1,4,1,1,1,0,,0,117.68,67.11,1,1,0.29,1,1,0,2009,15,125,3099,0,P,,188,2,NO,940,940,3760,5640,1259.02,500,0,None,2,?,159768,Nissan,Ultima,2005
171,6/24/2015,6/24/2017,6/24/2018,12/10/1973,6/5/2009,1,4,1,1,1,0,,0,120.62,0,0,1,0.29,1,1,0,2009,15,125,3099,0,P,,188,2,?,580,580,2030,3190,1371.88,1000,0,None,2,?,865839,Suburu,Legacy,1995
171,6/24/2015,6/24/2018,6/24/2019,12/10/1973,6/5/2009,1,4,1,1,1,0,,0,121.83,0,0,1,0.29,1,1,0,2009,15,125,3099,0,P,,188,0,?,0,6680,46760,53440,1399.27,500,6000000,Fire,0,YES,406567,Ford,Escape,2004
172,8/29/2018,8/29/2018,8/29/2019,10/12/1973,10/7/2008,0,4,2,2,1,0,,0,328.16,3132.68,1,1,3.92,3,1,0,2014,245,2993,72900,5,D,4.877,2075,0,NO,7250,7250,50750,65250,1061.98,1000,6000000,Police,1,YES,623032,BMW,3 Series,2002
173,1/17/2000,1/17/2016,1/17/2017,11/20/1943,12/18/1964,1,19,1,1,1,0,1/17/2018,0,279.09,0,0,0,0,3,1,0,2000,100,1596,17360,4,P,4.382,1131,2,NO,4920,4920,34440,44280,1365.46,500,4000000,Fire,1,NO,935442,Chevrolet,Silverado,2008
173,1/17/2000,1/17/2017,1/17/2018,11/20/1943,12/18/1964,1,19,1,1,1,0,1/17/2018,0,287.45,0,0,0,0,3,1,0,2000,100,1596,17360,4,P,4.382,1131,2,YES,7810,7810,54670,70290,894.4,1000,0,Police,0,NO,106873,Dodge,RAM,1999
173,1/17/2000,1/17/2018,1/17/2019,11/20/1943,12/18/1964,1,19,1,1,1,1,1/17/2018,0,283.13,0,0,0,0,3,1,0,2000,100,1596,17360,4,P,4.382,1131,1,?,8710,8710,69680,87100,956.69,500,0,Other,1,YES,563878,Saab,92x,2000
174,4/9/2001,4/9/2016,4/9/2017,7/20/1975,11/3/1995,1,16,1,1,1,1,4/9/2016,0,283.97,0,0,11,0.73,3,1,0,2001,75,1598,12525.09,5,P,4.11,1150,1,?,4580,4580,41220,50380,1123.89,2000,0,Fire,3,?,620855,Suburu,Forrestor,1996
175,4/23/2010,4/23/2016,4/23/2017,5/17/1955,3/10/1980,0,9,1,1,1,0,4/23/2018,0,288,78.12,4,5,0.62,3,1,0,2005,105,1597,17095,5,P,4.184,1197,2,YES,12960,6480,45360,64800,1085.03,500,0,Police,2,NO,583169,Audi,A3,2014
175,4/23/2010,4/23/2017,4/23/2018,5/17/1955,3/10/1980,0,9,1,1,1,0,4/23/2018,0,242.19,4265.78,3,5,0.62,3,1,0,2005,105,1597,17095,5,P,4.184,1197,1,YES,12800,12800,44800,70400,1437.33,2000,0,Other,3,NO,337677,BMW,3 Series,2000
175,4/23/2010,4/23/2018,4/23/2019,5/17/1955,3/10/1980,0,9,1,1,1,1,4/23/2018,0,251.87,0,0,5,0.62,3,1,0,2005,105,1597,17095,5,P,4.184,1197,2,?,0,10520,47340,57860,988.29,1000,0,Police,2,YES,445973,Suburu,Impreza,2008
176,10/31/2014,10/31/2016,10/31/2017,1/3/1955,8/8/1977,0,5,1,2,1,0,,0,361.54,0,0,0,0,2,1,0,2007,102,1896,26221.8,5,D,5.29,1785,0,?,960,960,4320,6240,1238.89,500,0,None,3,NO,156694,Ford,Fusion,2011
176,10/31/2014,10/31/2017,10/31/2018,1/3/1955,8/8/1977,0,5,1,2,1,0,,0,328.97,0,0,0,0,2,1,0,2007,102,1896,26221.8,5,D,5.29,1785,2,?,16650,11100,38850,66600,1384.64,1000,5000000,Police,3,NO,421940,Jeep,Grand Cherokee,2012
176,10/31/2014,10/31/2018,10/31/2019,1/3/1955,8/8/1977,0,5,2,2,1,0,,0,332.26,0,0,0,0,2,1,0,2007,102,1896,26221.8,5,D,5.29,1785,0,YES,11820,11820,47280,70920,1595.07,2000,0,Police,2,YES,613226,Jeep,Wrangler,2002
